downloaded,language,form,measure,age,word,proportion
2025-01-25,English (American),WS,produces,17,these,0.02
2025-01-25,English (American),WS,produces,18,these,0.03
2025-01-25,English (American),WS,produces,19,these,0.04
2025-01-25,English (American),WS,produces,20,these,0.07
2025-01-25,English (American),WS,produces,21,these,0.09
2025-01-25,English (American),WS,produces,22,these,0.12
2025-01-25,English (American),WS,produces,23,these,0.14
2025-01-25,English (American),WS,produces,24,these,0.17
2025-01-25,English (American),WS,produces,25,these,0.23
2025-01-25,English (American),WS,produces,26,these,0.29
2025-01-25,English (American),WS,produces,27,these,0.33
2025-01-25,English (American),WS,produces,28,these,0.31
2025-01-25,English (American),WS,produces,29,these,0.43
2025-01-25,English (American),WS,produces,30,these,0.46
2025-01-25,English (American),WS,produces,16,they,0
2025-01-25,English (American),WS,produces,17,they,0.01
2025-01-25,English (American),WS,produces,18,they,0
2025-01-25,English (American),WS,produces,19,they,0.02
2025-01-25,English (American),WS,produces,20,they,0.03
2025-01-25,English (American),WS,produces,21,they,0.02
2025-01-25,English (American),WS,produces,22,they,0.04
2025-01-25,English (American),WS,produces,23,they,0.08
2025-01-25,English (American),WS,produces,24,they,0.09
2025-01-25,English (American),WS,produces,25,they,0.12
2025-01-25,English (American),WS,produces,26,they,0.17
2025-01-25,English (American),WS,produces,27,they,0.22
2025-01-25,English (American),WS,produces,28,they,0.28
2025-01-25,English (American),WS,produces,29,they,0.38
2025-01-25,English (American),WS,produces,30,they,0.46
2025-01-25,English (American),WS,produces,16,them,0
2025-01-25,English (American),WS,produces,17,them,0
2025-01-25,English (American),WS,produces,18,them,0
2025-01-25,English (American),WS,produces,19,them,0.03
2025-01-25,English (American),WS,produces,20,them,0.03
2025-01-25,English (American),WS,produces,21,them,0.03
2025-01-25,English (American),WS,produces,22,them,0.06
2025-01-25,English (American),WS,produces,23,them,0.07
2025-01-25,English (American),WS,produces,24,them,0.08
2025-01-25,English (American),WS,produces,25,them,0.13
2025-01-25,English (American),WS,produces,26,them,0.18
2025-01-25,English (American),WS,produces,27,them,0.23
2025-01-25,English (American),WS,produces,28,them,0.26
2025-01-25,English (American),WS,produces,29,them,0.32
2025-01-25,English (American),WS,produces,30,them,0.38
2025-01-25,English (American),WS,produces,16,then,0
2025-01-25,English (American),WS,produces,17,then,0.01
2025-01-25,English (American),WS,produces,18,then,0
2025-01-25,English (American),WS,produces,19,then,0.02
2025-01-25,English (American),WS,produces,20,then,0.02
2025-01-25,English (American),WS,produces,21,then,0.02
2025-01-25,English (American),WS,produces,22,then,0.03
2025-01-25,English (American),WS,produces,23,then,0.08
2025-01-25,English (American),WS,produces,24,then,0.06
2025-01-25,English (American),WS,produces,25,then,0.08
2025-01-25,English (American),WS,produces,26,then,0.15
2025-01-25,English (American),WS,produces,27,then,0.2
2025-01-25,English (American),WS,produces,28,then,0.21
2025-01-25,English (American),WS,produces,29,then,0.32
2025-01-25,English (American),WS,produces,30,then,0.39
2025-01-25,English (American),WS,produces,16,those,0.01
2025-01-25,English (American),WS,produces,17,those,0
2025-01-25,English (American),WS,produces,18,those,0.01
2025-01-25,English (American),WS,produces,19,those,0.03
2025-01-25,English (American),WS,produces,20,those,0.05
2025-01-25,English (American),WS,produces,21,those,0.05
2025-01-25,English (American),WS,produces,22,those,0.05
2025-01-25,English (American),WS,produces,23,those,0.1
2025-01-25,English (American),WS,produces,24,those,0.12
2025-01-25,English (American),WS,produces,25,those,0.16
2025-01-25,English (American),WS,produces,26,those,0.17
2025-01-25,English (American),WS,produces,27,those,0.23
2025-01-25,English (American),WS,produces,28,those,0.28
2025-01-25,English (American),WS,produces,29,those,0.37
2025-01-25,English (American),WS,produces,30,those,0.42
2025-01-25,English (American),WS,produces,16,over,0.01
2025-01-25,English (American),WS,produces,17,over,0.02
2025-01-25,English (American),WS,produces,18,over,0.02
2025-01-25,English (American),WS,produces,19,over,0.05
2025-01-25,English (American),WS,produces,20,over,0.07
2025-01-25,English (American),WS,produces,21,over,0.1
2025-01-25,English (American),WS,produces,22,over,0.14
2025-01-25,English (American),WS,produces,23,over,0.23
2025-01-25,English (American),WS,produces,24,over,0.24
2025-01-25,English (American),WS,produces,25,over,0.31
2025-01-25,English (American),WS,produces,26,over,0.38
2025-01-25,English (American),WS,produces,27,over,0.42
2025-01-25,English (American),WS,produces,28,over,0.48
2025-01-25,English (American),WS,produces,29,over,0.55
2025-01-25,English (American),WS,produces,30,over,0.63
2025-01-25,English (American),WS,produces,16,off,0.12
2025-01-25,English (American),WS,produces,17,off,0.15
2025-01-25,English (American),WS,produces,18,off,0.26
2025-01-25,English (American),WS,produces,19,off,0.36
2025-01-25,English (American),WS,produces,20,off,0.35
2025-01-25,English (American),WS,produces,21,off,0.45
2025-01-25,English (American),WS,produces,22,off,0.52
2025-01-25,English (American),WS,produces,23,off,0.61
2025-01-25,English (American),WS,produces,24,off,0.61
2025-01-25,English (American),WS,produces,25,off,0.66
2025-01-25,English (American),WS,produces,26,off,0.7
2025-01-25,English (American),WS,produces,27,off,0.73
2025-01-25,English (American),WS,produces,28,off,0.74
2025-01-25,English (American),WS,produces,29,off,0.79
2025-01-25,English (American),WS,produces,30,off,0.84
2025-01-25,English (American),WS,produces,16,more,0.22
2025-01-25,English (American),WS,produces,17,more,0.29
2025-01-25,English (American),WS,produces,18,more,0.39
2025-01-25,English (American),WS,produces,19,more,0.47
2025-01-25,English (American),WS,produces,20,more,0.5
2025-01-25,English (American),WS,produces,21,more,0.51
2025-01-25,English (American),WS,produces,22,more,0.57
2025-01-25,English (American),WS,produces,23,more,0.71
2025-01-25,English (American),WS,produces,24,more,0.7
2025-01-25,English (American),WS,produces,25,more,0.74
2025-01-25,English (American),WS,produces,26,more,0.74
2025-01-25,English (American),WS,produces,27,more,0.8
2025-01-25,English (American),WS,produces,28,more,0.85
2025-01-25,English (American),WS,produces,29,more,0.88
2025-01-25,English (American),WS,produces,30,more,0.89
2025-01-25,English (American),WS,produces,16,mine,0.2
2025-01-25,English (American),WS,produces,17,mine,0.23
2025-01-25,English (American),WS,produces,18,mine,0.36
2025-01-25,English (American),WS,produces,19,mine,0.45
2025-01-25,English (American),WS,produces,20,mine,0.51
2025-01-25,English (American),WS,produces,21,mine,0.62
2025-01-25,English (American),WS,produces,22,mine,0.65
2025-01-25,English (American),WS,produces,23,mine,0.67
2025-01-25,English (American),WS,produces,24,mine,0.72
2025-01-25,English (American),WS,produces,25,mine,0.79
2025-01-25,English (American),WS,produces,26,mine,0.79
2025-01-25,English (American),WS,produces,27,mine,0.81
2025-01-25,English (American),WS,produces,28,mine,0.81
2025-01-25,English (American),WS,produces,29,mine,0.88
2025-01-25,English (American),WS,produces,30,mine,0.87
2025-01-25,English (American),WS,produces,16,me,0.11
2025-01-25,English (American),WS,produces,17,me,0.19
2025-01-25,English (American),WS,produces,18,me,0.24
2025-01-25,English (American),WS,produces,19,me,0.35
2025-01-25,English (American),WS,produces,20,me,0.39
2025-01-25,English (American),WS,produces,21,me,0.47
2025-01-25,English (American),WS,produces,22,me,0.48
2025-01-25,English (American),WS,produces,23,me,0.59
2025-01-25,English (American),WS,produces,24,me,0.59
2025-01-25,English (American),WS,produces,25,me,0.7
2025-01-25,English (American),WS,produces,26,me,0.67
2025-01-25,English (American),WS,produces,27,me,0.78
2025-01-25,English (American),WS,produces,28,me,0.77
2025-01-25,English (American),WS,produces,29,me,0.83
2025-01-25,English (American),WS,produces,30,me,0.84
2025-01-25,English (American),WS,produces,16,much,0.01
2025-01-25,English (American),WS,produces,17,much,0.01
2025-01-25,English (American),WS,produces,18,much,0.02
2025-01-25,English (American),WS,produces,19,much,0.04
2025-01-25,English (American),WS,produces,20,much,0.03
2025-01-25,English (American),WS,produces,21,much,0.04
2025-01-25,English (American),WS,produces,22,much,0.07
2025-01-25,English (American),WS,produces,23,much,0.1
2025-01-25,English (American),WS,produces,24,much,0.14
2025-01-25,English (American),WS,produces,25,much,0.16
2025-01-25,English (American),WS,produces,26,much,0.19
2025-01-25,English (American),WS,produces,27,much,0.21
2025-01-25,English (American),WS,produces,28,much,0.26
2025-01-25,English (American),WS,produces,29,much,0.34
2025-01-25,English (American),WS,produces,30,much,0.41
2025-01-25,English (American),WS,produces,16,how,0
2025-01-25,English (American),WS,produces,17,how,0.01
2025-01-25,English (American),WS,produces,18,how,0.02
2025-01-25,English (American),WS,produces,19,how,0.03
2025-01-25,English (American),WS,produces,20,how,0.05
2025-01-25,English (American),WS,produces,21,how,0.05
2025-01-25,English (American),WS,produces,22,how,0.09
2025-01-25,English (American),WS,produces,23,how,0.13
2025-01-25,English (American),WS,produces,24,how,0.14
2025-01-25,English (American),WS,produces,25,how,0.17
2025-01-25,English (American),WS,produces,26,how,0.24
2025-01-25,English (American),WS,produces,27,how,0.29
2025-01-25,English (American),WS,produces,28,how,0.28
2025-01-25,English (American),WS,produces,29,how,0.43
2025-01-25,English (American),WS,produces,30,how,0.51
